Constituency_No,Constituency_Name,Candidate_Name,Political_Party,Votes_Polled,Year,Province,Sex
NA-41,TribalArea-VI,Mr.Hazrat Khan,Indepndent,2159,2002,FATA
NA-41,TribalArea-VI,Mr.Zubair Khan,Indepndent,10,2002,FATA
NA-41,TribalArea-VI,Sardar Hassan,Indepndent,42,2002,FATA
NA-41,TribalArea-VI,Mr.Said Asghar,Indepndent,971,2002,FATA
NA-41,TribalArea-VI,Mr.Zafarullah Khan,Indepndent,882,2002,FATA
NA-41,TribalArea-VI,Mr.Abdul Malik,Indepndent,8005,2002,FATA
NA-41,TribalArea-VI,Mr.Abdul Manan,Indepndent,13,2002,FATA
NA-41,TribalArea-VI,Mr.Azizul Hassan,Indepndent,2456,2002,FATA
NA-41,TribalArea-VI,Mr.Azizullah,Indepndent,164,2002,FATA
NA-41,TribalArea-VI,Mr.Ghalib Khan,Indepndent,1140,2002,FATA
NA-41,TribalArea-VI,Mr.Ghulam Haider,Indepndent,27,2002,FATA
NA-41,TribalArea-VI,Mr.Faridullah Khan,Indepndent,542,2002,FATA
